@timestamp per minute,95th percentile of json.message.responseTime
16:40,403
16:41,354
16:42,389
16:43,451
16:44,414.1
16:45,360.533
16:46,374.9
16:47,376
16:48,284.8
16:49,377
16:50,349.6
16:51,340
16:52,850
16:53,"3,374.50"
16:54,566.75
16:55,274.9
16:56,275.25
16:57,298
16:58,270
16:59,293.8
17:00,291.05
17:01,413.1
17:02,519.2
17:03,867
17:04,649.8
17:05,263.1
17:06,273
17:07,284.15
17:08,249
17:09,284
17:10,337
17:11,342
17:12,325.2
17:13,331
17:14,382.25
17:15,408
17:16,442.85
17:17,450.35
17:18,348.3
17:19,338.867
17:20,405.8
17:21,420.933
17:22,368.15
17:23,433
17:24,398
17:25,"3,433.15"
17:26,707.15
17:27,603
17:28,437.75
17:29,455
17:30,504.75
17:31,439.233
17:32,477.5
17:33,443.5
17:34,581.633
17:35,514.4
17:36,650.15
17:37,561
17:38,400.05
17:39,378.15
17:40,343.55
17:41,499
17:42,726.85
17:43,462
17:44,330.95
17:45,658.8
17:46,570.6
17:47,280.333
17:48,326.8
17:49,318.95
17:50,504.7
17:51,610
17:52,523
17:53,453.1
17:54,399.633
17:55,359.25
17:56,383.7
17:57,394
17:58,"1,099.75"
17:59,614.5
18:00,501
18:01,471.05
18:02,526
18:03,564.75
18:04,801.5
18:05,"7,119"
18:06,758.75
18:07,605
18:08,522.15
18:09,354
18:10,367
18:11,561
18:12,306
18:13,643.1
18:14,402
18:15,465.5
18:16,527
18:17,624.1
18:18,450.567
18:19,509.533
18:20,571.7
18:21,290.7
18:22,327.5
18:23,348.35
18:24,342.5
18:25,250
18:26,267.75
18:27,336
18:28,533.883
18:29,507.8
18:30,346.35
18:31,353
18:32,392
18:33,425
18:34,422.1
18:35,292.8
18:36,"2,153.90"
18:37,422.55
18:38,562
18:39,458.5
18:40,498
18:41,550.2
18:42,382
18:43,422
18:44,347.338
18:45,335
18:46,288.95
18:47,280.333
18:48,293
18:49,312
18:50,375.8
18:51,459
18:52,515.1
18:53,509
18:54,455.867
18:55,455.8
18:56,406.05
18:57,306.65
18:58,322
18:59,285.9
19:00,343.083
19:01,373.833
19:02,412.4
19:03,385.167
19:04,390
19:05,364
19:06,294
19:07,268
19:08,271
19:09,305
19:10,279
19:11,273
19:12,244.933
19:13,240
19:14,292.875
19:15,261.033
19:16,284.733
19:17,261.8
19:18,324
19:19,274.4
19:20,324.6
19:21,574.25
19:22,590
19:23,575
19:24,586
19:25,570.3
19:26,562
19:27,996.8
19:28,466.5
19:29,532.333
19:30,539
19:31,472
19:32,476.1
19:33,442.1
19:34,453.65
19:35,394.633
19:36,464
19:37,409
19:38,443.7
19:39,448
19:40,527
19:41,519
19:42,403
19:43,472
19:44,390.45
19:45,413.583
19:46,407.3
19:47,324
19:48,"3,757.87"
19:49,283.15
19:50,285.1
19:51,334
19:52,298.767
19:53,358.45
19:54,320.15
19:55,414.55
19:56,381.162
19:57,513.9
19:58,584
19:59,429.867
20:00,"1,087.13"
20:01,387.667
20:02,597
20:03,624
20:04,564.3
20:05,316
20:06,347.2
20:07,318
20:08,309.55
20:09,353.367
20:10,397.6
20:11,340
20:12,470.325
20:13,613
20:14,"1,288.50"
20:15,"2,547"
20:16,"17,545.75"
20:17,"24,752.20"
20:18,"1,500.05"
20:19,"1,313.92"
20:20,342.1
20:21,329.6
20:22,247.5
20:23,268
20:24,354.538
20:25,"8,104.50"
20:26,623.5
20:27,"6,214.20"
20:28,733.05
20:29,688.8
20:30,757.363
20:31,858
20:32,742
20:33,328
20:34,293
20:35,294
20:36,293.8
20:37,377.35
20:38,359.1
20:39,368
20:40,330.317
20:41,375
20:42,373
20:43,439
20:44,425
20:45,465.65
20:46,334.717
20:47,343
20:48,366.4
20:49,349.067
20:50,307.033
20:51,358.55
20:52,313.5
20:53,340
20:54,383.25
20:55,292.733
20:56,325.4
20:57,590.3
20:58,"9,103.40"
20:59,351.25
21:00,325.167
21:01,305
21:02,502.833
21:03,407.9
21:04,335
21:05,433.15
21:06,443.2
21:07,289.6
21:08,378.6
21:09,423.6
21:10,357.85
21:11,326
21:12,480
21:13,616
21:14,451
21:15,498
21:16,351.5
21:17,491.35
21:18,386.15
21:19,318.867
21:20,314.15
21:21,319.65
21:22,274.2
21:23,285
21:24,326
21:25,314.45
21:26,326.85
21:27,423.3
21:28,478.833
21:29,352
21:30,359.067
21:31,327.933
21:32,296
21:33,318.05
21:34,315.7
21:35,320
21:36,422
21:37,326
21:38,409
21:39,467.1
21:40,425
21:41,349.3
21:42,557.55
21:43,448
21:44,475
21:45,647
21:46,553.8
21:47,545.25
21:48,630
21:49,541.25
21:50,541
21:51,419.7
21:52,419
21:53,366
21:54,359.2
21:55,325
21:56,394
21:57,538.85
21:58,652
21:59,587
22:00,460
22:01,446.25
22:02,413
22:03,417.733
22:04,418.733
22:05,335.5
22:06,553
22:07,502.35
22:08,492
22:09,376
22:10,319.133
22:11,424
22:12,478
22:13,477
22:14,580
22:15,436.5
22:16,314.067
22:17,385
22:18,372
22:19,397.833
22:20,508.375
22:21,668.867
22:22,441.65
22:23,392
22:24,338
22:25,548
22:26,"6,491.15"
22:27,563.3
22:28,469.1
22:29,473
22:30,427.75
22:31,385
22:32,413
22:33,529.933
22:34,"2,946"
22:35,379
22:36,422.85
22:37,349.8
22:38,355.1
22:39,341
22:40,297
22:41,361.667
22:42,550
22:43,504
22:44,437.05
22:45,641.5
22:46,"1,576.33"
22:47,"1,232.23"
22:48,441.4
22:49,363.967
22:50,472.487
22:51,632
22:52,531
22:53,378
22:54,538
22:55,651.5
22:56,505
22:57,369.7
22:58,362
22:59,413.6
23:00,495.475
23:01,526
23:02,513.033
23:03,415
23:04,296
23:05,316.75
23:06,358.233
23:07,374
23:08,366
23:09,444.75
23:10,298.6
23:11,429
23:12,412
23:13,321.35
23:14,316.15
23:15,532
23:16,342
23:17,299.1
23:18,601
23:19,550.5
23:20,456
23:21,448
23:22,393
23:23,310.15
23:24,304
23:25,320
23:26,414
23:27,342
23:28,433
23:29,361
23:30,266
23:31,236.85
23:32,244
23:33,232.6
23:34,227
23:35,228.2
23:36,236.1
23:37,253
23:38,"2,631.90"
23:39,300
23:40,251.7
23:41,243.75
23:42,225.6
23:43,263
23:44,243.15
23:45,280.7
23:46,245.75
23:47,238.9
23:48,265.3
23:49,244.6
23:50,229.6
23:51,229
23:52,234
23:53,250
23:54,278.2
23:55,225
23:56,227.25
23:57,250.7
23:58,238
23:59,237
