@timestamp per minute,95th percentile of json.message.responseTime
12:48,587
12:49,504.85
12:50,293.7
12:51,428
12:52,567.4
12:53,612.15
12:54,575.7
12:55,556
12:56,576.65
12:57,412
12:58,269
12:59,234.45
13:00,286.6
13:01,255.75
13:02,224
13:03,315.1
13:04,276
13:05,247.3
13:06,314
13:07,270.95
13:08,264.75
13:09,285
13:10,274.05
13:11,307
13:12,275.6
13:13,309.05
13:14,309.1
13:15,335
13:16,303.5
13:17,289
13:18,279.4
13:19,306
13:20,304
13:21,287.2
13:22,297
13:23,231.1
13:24,273.7
13:25,318.65
13:26,255.65
13:27,257.1
13:28,284
13:29,290.8
13:30,301
13:31,285
13:32,258.65
13:33,280.2
13:34,284.15
13:35,278.6
13:36,307
13:37,208
13:38,263.4
13:39,268
13:40,261.7
13:41,278
13:42,275
13:43,257.1
13:44,315
13:45,287.3
13:46,278.05
13:47,280.5
13:48,267.25
13:49,315.55
13:50,308
13:51,337.8
13:52,283
13:53,294
13:54,272.9
13:55,262
13:56,256.2
13:57,308.05
13:58,243
13:59,258.9
14:00,308.2
14:01,233
14:02,208.6
14:03,167
14:04,170.55
14:05,182.9
14:06,177.1
14:07,208.95
14:08,199
14:09,209.1
14:10,212
14:11,181
14:12,180.1
14:13,187.5
14:14,179.7
14:15,215
14:16,194.6
14:17,201
14:18,193.8
14:19,205.55
14:20,202.55
14:21,222
14:22,203
14:23,197
14:24,220.3
14:25,209.4
14:26,192.25
14:27,201.8
14:28,218.5
14:29,223.95
14:30,217.3
14:31,268
14:32,220.5
14:33,210.85
14:34,218.3
14:35,206.85
14:36,220.1
14:37,212
14:38,227
14:39,223.4
14:40,223.95
14:41,218.3
14:42,215.05
14:43,213.6
14:44,219
14:45,215.65
14:46,198.5
14:47,371
14:48,220.3
14:49,204.4
14:50,217.3
14:51,209.3
14:52,207.25
14:53,202
14:54,215
14:55,241.3
14:56,222.25
14:57,208.25
14:58,226.25
14:59,216.9
15:00,228.9
15:01,219.25
15:02,208.6
15:03,229.8
15:04,208.6
15:05,213.2
15:06,215.8
15:07,219.6
15:08,220.65
15:09,231.3
15:10,212.2
15:11,199.8
15:12,"3,246.20"
15:13,216.95
15:14,214.7
15:15,212
15:16,205.55
15:17,220.3
15:18,227.25
15:19,219.3
15:20,328.5
15:21,205.3
15:22,205.25
15:23,258.05
15:24,272
15:25,207.85
15:26,241.4
15:27,209
15:28,308.5
15:29,253
15:30,216.5
15:31,"2,057.20"
15:32,338.6
15:33,280
15:34,316
15:35,275.75
15:36,469.2
15:37,434
15:38,452.35
15:39,418.3
15:40,469.75
15:41,623.2
15:42,386
15:43,"2,347.15"
15:44,427
15:45,394
15:46,406
15:47,495.65
15:48,481.15
15:49,"4,320.60"
15:50,454
15:51,839
15:52,663
15:53,640.9
15:54,484.4
15:55,488
15:56,498
15:57,430.9
15:58,755.35
15:59,733.8
16:00,751.5
16:01,753
16:02,671
16:03,498.05
16:04,468.5
16:05,452.033
16:06,399
16:07,419
16:08,387.15
16:09,380.3
16:10,364.5
16:11,372
16:12,380.95
16:13,387.45
16:14,464
16:15,379.65
16:16,365
16:17,391.7
16:18,399
16:19,415.85
16:20,345
16:21,410.6
16:22,391
16:23,320
16:24,344
16:25,329.8
16:26,337
16:27,369
16:28,368
16:29,338.4
16:30,327
16:31,434.933
16:32,415
16:33,484.8
16:34,390.8
16:35,448.4
16:36,505.4
16:37,445
16:38,529
16:39,462
16:40,589
16:41,507
16:42,518.583
16:43,427
16:44,443
16:45,459.5
16:46,354.8
16:47,495
16:48,389.5
16:49,392.4
16:50,404
16:51,446.75
16:52,393
16:53,441
16:54,384
16:55,375.25
16:56,398.9
16:57,458.25
16:58,512
16:59,426
17:00,449.15
17:01,468
17:02,502
17:03,439
17:04,376
17:05,520.1
17:06,442.25
17:07,454
17:08,438.25
17:09,393.9
17:10,401
17:11,399
17:12,328.325
17:13,422
17:14,346.7
17:15,414
17:16,405.55
17:17,451.5
17:18,409.6
17:19,354
17:20,369.4
17:21,465.45
17:22,338
17:23,411.05
17:24,391
17:25,357.167
17:26,358
17:27,331.3
17:28,262.2
17:29,272.133
17:30,305
17:31,361.35
17:32,398.7
17:33,375.5
17:34,434.15
17:35,384
17:36,417
17:37,284.65
17:38,344.5
17:39,327
17:40,273.3
17:41,246
17:42,285
17:43,280.8
17:44,262
17:45,289
17:46,395.6
17:47,675
17:48,545
17:49,487.2
17:50,537.75
17:51,735
17:52,698
17:53,635
17:54,554.1
17:55,569.85
17:56,676
17:57,609.15
17:58,539.4
17:59,623.4
18:00,584
18:01,564.1
18:02,710
18:03,599.933
18:04,587.5
18:05,594
18:06,510
18:07,512.45
18:08,645
18:09,596
18:10,497.15
18:11,476.4
18:12,474.6
18:13,448.5
18:14,638.2
18:15,708.75
18:16,411.85
18:17,387
18:18,397.6
18:19,353
18:20,414
18:21,388.8
18:22,318.15
18:23,353.4
18:24,385.7
18:25,319.6
18:26,342
18:27,344
18:28,864.9
18:29,328
18:30,303.85
18:31,300
18:32,334
18:33,341
18:34,332
18:35,338
18:36,380.15
18:37,333.75
18:38,339
18:39,348
18:40,320.15
18:41,362.4
18:42,331.1
18:43,332.1
18:44,440.9
18:45,329
18:46,318
18:47,393
18:48,347.7
18:49,376
18:50,367
18:51,332
18:52,337.95
18:53,329
18:54,367
18:55,413.15
18:56,499
18:57,336.475
18:58,308
18:59,389.1
19:00,673
19:01,286.2
19:02,249.7
19:03,280
19:04,401
19:05,328.5
19:06,313
19:07,335.45
19:08,341
19:09,323.3
19:10,411.3
19:11,288.3
19:12,336.75
19:13,319
19:14,495.75
19:15,335.55
19:16,330.55
19:17,332.55
19:18,322.9
19:19,334.5
19:20,367
19:21,358.95
19:22,415.8
19:23,481.6
19:24,311.5
19:25,259.5
19:26,"1,057"
19:27,495
19:28,479
19:29,470.3
19:30,582
19:31,500.4
19:32,656.7
19:33,487.15
19:34,315.55
19:35,323.85
19:36,398.2
19:37,348
19:38,321
19:39,271
19:40,329.7
19:41,345.4
19:42,303.15
19:43,355.4
19:44,"11,262"
19:45,734
19:46,493
19:47,396
19:48,527
19:49,407.5
19:50,435.5
19:51,358.15
19:52,407.2
19:53,310.4
19:54,366.6
19:55,400.4
19:56,369.4
19:57,470.8
19:58,466.8
19:59,413.1
20:00,560.9
20:01,"10,051"
20:02,"11,799.95"
20:03,"15,499.60"
20:04,"10,296.05"
20:05,574
20:06,696.4
20:07,692.9
20:08,700.55
20:09,669.05
20:10,655.15
20:11,688.2
20:12,728.45
20:13,501.6
20:14,448
20:15,629
20:16,533.1
20:17,498.95
20:18,368
20:19,517.4
20:20,556
20:21,595.4
20:22,467.7
20:23,829.5
20:24,598
20:25,626.2
20:26,499.35
20:27,474
20:28,757
20:29,671
20:30,587
20:31,567
20:32,569
20:33,646
20:34,650
20:35,639.7
20:36,604
20:37,537.8
20:38,572.3
20:39,554
20:40,454
20:41,388.1
20:42,375
20:43,368.2
20:44,316
20:45,496.2
20:46,741.667
20:47,590
20:48,797
20:49,712
20:50,545.8
20:51,619.4
20:52,485.433
20:53,"2,577.40"
20:54,"4,760.15"
20:55,441.333
20:56,413
20:57,416
20:58,538.45
20:59,399.55
21:00,379
21:01,590
21:02,667.433
21:03,643.05
21:04,785.1
21:05,379.3
21:06,384.8
21:07,390.5
21:08,546
21:09,429
21:10,435
21:11,488.2
21:12,445
21:13,446
21:14,467.2
21:15,294.95
21:16,294
21:17,317
21:18,264
21:19,259
21:20,313.3
21:21,291
21:22,234.867
21:23,264.8
21:24,232.6
21:25,457.95
21:26,307.05
21:27,252
21:28,302
21:29,317.083
21:30,260
21:31,294.95
21:32,331.7
21:33,302
21:34,298
21:35,306.575
21:36,277.15
21:37,281
21:38,259.875
21:39,323
21:40,303
21:41,263.6
21:42,258.733
21:43,258
21:44,232.3
21:45,229.033
21:46,254
21:47,268
21:48,287.6
21:49,287.167
21:50,378.7
21:51,351.5
21:52,304.567
21:53,312
21:54,344.4
21:55,315.1
21:56,266
21:57,260
21:58,284.7
21:59,335.267
22:00,305
22:01,284
22:02,282
22:03,271.8
22:04,297
22:05,265.433
22:06,474.933
22:07,835.2
22:08,571.5
22:09,679
22:10,536.8
22:11,460.55
22:12,537.25
22:13,392
22:14,424.2
22:15,528.55
22:16,490.6
22:17,568
22:18,471
22:19,562
22:20,595
22:21,497.225
22:22,413.5
22:23,411.8
22:24,416.2
22:25,418
22:26,426.7
22:27,347.05
22:28,330.25
22:29,377.3
22:30,530
22:31,323.4
22:32,355
22:33,358
22:34,347
22:35,330.9
22:36,339
22:37,293
22:38,276.133
22:39,258.35
22:40,286.85
22:41,261
22:42,680.2
22:43,394.65
22:44,482
22:45,488.23
22:46,421
22:47,366.25
22:48,403.283
22:49,376
22:50,313
22:51,337.15
22:52,370
22:53,333
22:54,339.06
22:55,444
22:56,456.45
22:57,433.388
22:58,406
22:59,405.96
23:00,413
23:01,316.65
23:02,330
23:03,332.6
23:04,319
23:05,298.75
23:06,262.525
23:07,253.6
23:08,243.767
23:09,259.1
23:10,268.65
23:11,300
23:12,330.6
23:13,267.917
23:14,243.667
23:15,276
23:16,253.4
23:17,246
23:18,248.75
23:19,252.34
23:20,277
23:21,255.033
23:22,239.05
23:23,255.95
23:24,238
23:25,248.35
23:26,265.267
23:27,253.6
23:28,263
23:29,241
23:30,304.5
23:31,377
23:32,325
23:33,319.85
23:34,772.8
23:35,609.6
23:36,515.25
23:37,485.45
23:38,523.267
23:39,415
23:40,411
23:41,418
23:42,403
23:43,422.133
23:44,379
23:45,310.833
23:46,353.2
23:47,345.3
23:48,323.8
23:49,369
23:50,305
23:51,365
23:52,307
23:53,302
23:54,342
23:55,365.75
23:56,366.467
23:57,302
23:58,349.9
23:59,289
